currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,description,ean_y,image,categories
DKK,5.5,5712580121321,2022-12-29T22:59:59.000Z,2022-12-10T14:22:35.000Z,9,14.5,37.93,2022-12-10T12:45:14.000Z,291.0,each,ICED ESPRESSO BOLD,5700002140012,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/c667596a-150c-45ef-afb6-6df375ae4411","{'da': 'Mejeri & køl>Mejeri>Kolde kaffedrikke & kakao', 'en': 'Dairy And Cold Storage>Dairy>Cold Coffee Drinks Cacao'}"
DKK,44.0,5712580120805,2022-12-11T22:59:59.000Z,2022-12-10T14:22:35.000Z,25,69.0,63.77,2022-12-10T08:55:56.000Z,1.0,each,HK GRISEKØD ANTONIUS,5707196305197,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6b2d3a017859abd68be2b886dbbb6801","{'da': 'Kød & fisk>Grisekød>Hakket grisekød', 'en': 'Meat Fish>Pork>Minced Pork'}"
DKK,22.95,5712580120737,2022-12-11T22:59:59.000Z,2022-12-10T15:22:33.000Z,50,72.95,31.46,2022-12-10T08:44:35.000Z,3.0,each,MØRBRAD ANTONIUS,5707196268157,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4b675442-9de0-46e8-9bf3-354a1fd60b5a","{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Svinemørbrad', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Pork Tenderloin'}"
DKK,114.0,5712580121390,2022-12-11T22:59:59.000Z,2022-12-10T16:18:16.000Z,135,249.0,45.78,2022-12-10T16:17:56.000Z,1.0,each,KROG FLÆSKESTEG LUDVIG,5701050356950,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/0feffde91834a1493fc6bf5592176584","{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Flæskesteg & ribbenssteg', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Roasted Pork'}"
DKK,11.95,5712580116082,2022-12-31T22:59:59.000Z,2022-12-10T18:07:31.000Z,13,24.95,47.9,2022-12-07T16:58:01.000Z,9.0,each,BACON BUKO,5711953140433,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/75d09b96-1942-4c54-8e5d-f879f31190ad","{'da': 'Mejeri & køl>Mejeri>Ost>Smøreost', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Cream Cheese'}"
DKK,13.0,5712580121642,2022-12-12T22:59:59.000Z,2022-12-11T05:26:16.000Z,7,20.0,65.0,2022-12-11T05:25:51.000Z,7.0,each,PLANTEPRO. BRØD SALLING,5712875297007,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/72e9ef5b08e876e98d06add413378ea3","{'da': 'Brød & kager>Rugbrød>Kernerugbrød', 'en': 'Bread And Cakes>Rye Breads>Seeded Rye Breads'}"
DKK,12.95,5712580121666,2022-12-12T22:59:59.000Z,2022-12-11T05:34:19.000Z,6,18.95,68.34,2022-12-11T05:33:56.000Z,4.0,each,ØKO SOLSIKKEBR SCHULSTAD,5701205004439,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b5f90897-3b94-4a97-a2ca-a286a92235f5","{'da': 'Brød & kager>Rugbrød>Solsikkerugbrød', 'en': 'Bread And Cakes>Rye Breads>Sun Flower Seeded Rye Breads'}"
DKK,11.95,5712580121673,2022-12-12T22:59:59.000Z,2022-12-11T05:36:06.000Z,12,23.95,49.9,2022-12-11T05:35:42.000Z,1.0,each,FULDKORNSBOL. LEVEBRØD,5701205005320,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/7c939fa1-a390-428e-94d5-1f51f9a55e2c","{'da': 'Brød & kager>Lyst & groft brød>Boller', 'en': 'Bread And Cakes>Light Breads Dark Breads>Light Dark Buns'}"
DKK,12.95,5712580121932,2022-12-12T22:59:59.000Z,2022-12-11T11:31:25.000Z,8,20.95,61.81,2022-12-11T06:40:18.000Z,6.0,each,SOLSIKKESTYKKER SALLING,5712875381850,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a61771c27e959e768e2aaebc3a1f7a52","{'da': 'Brød & kager>Lyst & groft brød>Boller', 'en': 'Bread And Cakes>Light Breads Dark Breads>Light Dark Buns'}"
DKK,15.0,5712580121734,2022-12-12T22:59:59.000Z,2022-12-11T08:46:30.000Z,7,22.0,68.18,2022-12-11T05:40:49.000Z,3.0,each,DURUM CAFE SAND KOHBERG,5701246028098,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ffd7e217-70ab-4ef3-a3f1-c61e83730417","{'da': 'Brød & kager>Lyst & groft brød>Toastbrød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Toast Breads'}"
DKK,7.5,5712580121741,2022-12-12T22:59:59.000Z,2022-12-11T05:42:23.000Z,14,21.5,34.88,2022-12-11T05:41:48.000Z,1.0,each,GROV CAFE SANDW KOHBERG,5701246028111,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4e3e5a41-062c-433e-bdc5-d54bdd287bca","{'da': 'Brød & kager>Lyst & groft brød>Toastbrød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Toast Breads'}"
DKK,4.95,5712580121765,2022-12-12T22:59:59.000Z,2022-12-11T05:43:00.000Z,15,19.95,24.81,2022-12-11T05:42:37.000Z,1.0,each,SURDEJSBOLLER SALLING ØKO,5712874935283,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/57390d9a-3f2a-4f84-b296-97f87b7933be","{'da': 'Brød & kager>Lyst & groft brød>Toastbrød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Toast Breads'}"
