currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,description,ean_y,image,categories
DKK,3.95,5712580594040,2022-12-22T22:59:59.000Z,2022-12-19T11:59:01.000Z,14.0,17.95,22.01,2022-12-18T04:38:53.000Z,1.0,each,MINIMÆLK NORA,5710326019918,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/7cc6b31c431ead0f88ae88cf8815c38e","{'da': 'Mejeri & køl>Mejeri>Mælk>Minimælk', 'en': 'Dairy And Cold Storage>Dairy>Milk>Semiskimmed Milk'}"
DKK,14.0,5712580593401,2022-12-23T22:59:59.000Z,2022-12-19T11:59:01.000Z,15.0,29.0,48.28,2022-12-17T13:21:32.000Z,6.0,each,WIENERSKINKE SALLING,5712873632145,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4d7b20f2321231f0f72d1476523a2cde","{'da': 'Mejeri & køl>Tapas & specialiteter>Specialpålæg', 'en': 'Dairy And Cold Storage>Tapas Specialities>Cold Cuts Specialities'}"
DKK,9.0,5712580594743,2022-12-23T22:59:59.000Z,2022-12-19T11:59:01.000Z,20.0,29.0,31.03,2022-12-18T09:51:24.000Z,3.0,each,RISENGRØD SALLING ØKO,5712873697335,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4a6fd287-f357-474c-afca-ba7a62f5f4a6","{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}"
DKK,11.95,5712580596709,2022-12-23T22:59:59.000Z,2022-12-19T12:14:09.000Z,5.0,16.95,70.5,2022-12-19T08:06:34.000Z,87.0,each,KØDPØLSE 3-STJERNET,5704080955841,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f6f909c6-fc08-416d-a0be-752b2b55f191","{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}"
DKK,4.95,5712580560410,2022-12-26T22:59:59.000Z,2022-12-19T12:14:09.000Z,15.0,19.95,24.81,2022-12-15T13:47:06.000Z,1.0,each,VEGGIE SANDWICH D.G. SLAGTER,5707196272338,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6baf6241-71bd-43e6-93c2-200a14022d5e","{'da': 'Mejeri & køl>Pålæg>Plantebaseret pålæg', 'en': 'Dairy And Cold Storage>Lunch Meats>Plant Based Toppings'}"
DKK,8.95,5712580594637,2022-12-23T22:59:59.000Z,2022-12-19T12:14:09.000Z,8.0,16.95,52.8,2022-12-18T09:44:01.000Z,3.0,each,HAMBURGERRYG SALLING,5712874900823,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/2339dce1-b16d-43d7-baca-f3b4c68414a1","{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}"
DKK,10.95,5712580595504,2022-12-31T22:59:59.000Z,2022-12-19T12:14:09.000Z,10.0,20.95,52.27,2022-12-19T04:40:46.000Z,35.0,each,PERLE CHEESEMAKERS,5900857011585,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/269df94d3a74cde59f9889137646e6dd","{'da': 'Mejeri & køl>Mejeri>Ost>Ost i skiver', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Sliced Cheese'}"
DKK,16.5,5712580594804,2022-12-23T22:59:59.000Z,2022-12-19T12:14:09.000Z,15.0,31.5,52.38,2022-12-18T11:10:19.000Z,3.0,each,MOZZARELLA MAXI GALBANI,8000430135060,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6c04cb53-24b3-426b-8179-0916b04e8e8f","{'da': 'Mejeri & køl>Mejeri>Ost>Mozarella', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Mozarella'}"
DKK,7.95,5712580594286,2022-12-24T22:59:59.000Z,2022-12-19T12:28:59.000Z,5.0,12.95,61.39,2022-12-18T09:10:25.000Z,5.0,each,BAYERSKE PØLSER LANGELÆNDER,5704000487865,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/cdc8687b-6735-41bd-bf44-0fa2e6634715",{}
DKK,19.25,5712580561585,2022-12-23T22:59:59.000Z,2022-12-19T12:43:55.000Z,10.0,29.25,65.81,2022-12-16T07:13:00.000Z,82.0,each,SOLSIKKEBRØD SCHULSTAD,5701205009748,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/96888776bda7e35fa93d331a716c86c7","{'da': 'Brød & kager>Lyst & groft brød>Hele brød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Whole Breads'}"
